Carta=Allmageddon | Tipo=Attack | Set=DOP | EfeitoOficial=Sem texto de habilidade impresso. | Funcionamento=Ataque sem texto adicional: aplica apenas os danos impressos (base/elementais) na resolução do ataque. | Dano={base:10,fire:10,water:10,air:10,earth:10,mugic:0,adicional:N/A,janela:resolucao_do_ataque} | Condicoes={stat_check:N/A,challenge:N/A,elemento:N/A,disciplina:N/A,combate:N/A,alvo:N/A} | Custos={mc:0,ativacao:N/A,sacrificio:nao,descarte:nao,passivo:sim,sem_custo:sim} | Classificacao=instantaneo,durante_combate | TriggerExato=durante_resolucao_do_ataque | Alvos=criaturas_engajadas | Modificacoes={elementos:N/A,disciplinas:N/A,energy:N/A,keywords:N/A,battlegear:N/A,mugic:N/A,habilidades:N/A,targeting:N/A,iniciativa:N/A,ataques:N/A,dano:N/A,imunidades:N/A,restricoes:N/A} | ManipulacaoDeckMao=N/A | Duracao=instantaneo
Carta=The Garden | Tipo=Location | Set=AU | EfeitoOficial=At the beginning of combat, all Creatures gain Water. | Funcionamento=Efeito oficial: "At the beginning of combat, all Creatures gain Water.". Em regras, resolve no início do combate, gerando: gainElement. | Dano={base:0,fire:0,water:0,air:0,earth:0,mugic:0,adicional:N/A,janela:inicio_do_combate} | Condicoes={stat_check:N/A,challenge:N/A,elemento:water,disciplina:N/A,combate:inicio_do_combate,alvo:N/A} | Custos={mc:0,ativacao:N/A,sacrificio:nao,descarte:nao,passivo:sim,sem_custo:sim} | Classificacao=triggered,continuo | TriggerExato=beginning_of_combat | Alvos=N/A | Modificacoes={elementos:concede/remove/modifica_elementos,disciplinas:N/A,energy:N/A,keywords:N/A,battlegear:N/A,mugic:N/A,habilidades:N/A,targeting:N/A,iniciativa:N/A,ataques:N/A,dano:N/A,imunidades:N/A,restricoes:N/A} | ManipulacaoDeckMao=N/A | Duracao=continuo_enquanto_fonte_valida
Carta=The Golden Heptagon | Tipo=Location | Set=AU | EfeitoOficial=Creatures can play Mugic of any Tribe or affiliation. | Funcionamento=Efeito oficial: "Creatures can play Mugic of any Tribe or affiliation.". Em regras, resolve na janela definida pelo texto, gerando: canPlayAnyTribeMugic. | Dano={base:0,fire:0,water:0,air:0,earth:0,mugic:0,adicional:N/A,janela:conforme_trigger} | Condicoes={stat_check:N/A,challenge:N/A,elemento:N/A,disciplina:mugic,combate:N/A,alvo:N/A} | Custos={mc:0,ativacao:N/A,sacrificio:nao,descarte:nao,passivo:sim,sem_custo:sim} | Classificacao=passivo | TriggerExato=passivo_continuo_ou_condicional | Alvos=N/A | Modificacoes={elementos:N/A,disciplinas:N/A,energy:N/A,keywords:N/A,battlegear:N/A,mugic:afeta_mugic,habilidades:N/A,targeting:N/A,iniciativa:N/A,ataques:N/A,dano:N/A,imunidades:N/A,restricoes:N/A} | ManipulacaoDeckMao=N/A | Duracao=conforme_texto_da_carta
Carta=The Hive Gallery | Tipo=Location | Set=AU | EfeitoOficial=Engaged Creatures have Outperform Courage 5. Damage dealt by Power Attacks is reduced by 5. | Funcionamento=Efeito oficial: "Engaged Creatures have Outperform Courage 5. Damage dealt by Power Attacks is reduced by 5.". Em regras, resolve na janela definida pelo texto, gerando: outperform, attackDamageModifier. | Dano={base:0,fire:0,water:0,air:0,earth:0,mugic:0,adicional:attackDamageModifier:5,janela:conforme_trigger} | Condicoes={stat_check:N/A,challenge:N/A,elemento:N/A,disciplina:courage,power,combate:interacao_com_ataque,alvo:creature:engaged} | Custos={mc:0,ativacao:N/A,sacrificio:nao,descarte:nao,passivo:sim,sem_custo:sim} | Classificacao=continuo | TriggerExato=passivo_continuo_ou_condicional | Alvos=creature:engaged | Modificacoes={elementos:N/A,disciplinas:altera_disciplinas,energy:N/A,keywords:N/A,battlegear:N/A,mugic:N/A,habilidades:N/A,targeting:N/A,iniciativa:N/A,ataques:altera_ataques,dano:altera_dano,imunidades:N/A,restricoes:N/A} | ManipulacaoDeckMao=N/A | Duracao=continuo_enquanto_fonte_valida
Carta=The Magma Dam | Tipo=Location | Set=AU | EfeitoOficial=Creatures without Fire have Recklessness 5. | Funcionamento=Efeito oficial: "Creatures without Fire have Recklessness 5.". Em regras, resolve na janela definida pelo texto, gerando: keyword. | Dano={base:0,fire:0,water:0,air:0,earth:0,mugic:0,adicional:N/A,janela:conforme_trigger} | Condicoes={stat_check:N/A,challenge:N/A,elemento:fire,disciplina:N/A,combate:N/A,alvo:N/A} | Custos={mc:0,ativacao:N/A,sacrificio:nao,descarte:nao,passivo:sim,sem_custo:sim} | Classificacao=passivo | TriggerExato=passivo_continuo_ou_condicional | Alvos=N/A | Modificacoes={elementos:N/A,disciplinas:N/A,energy:N/A,keywords:concede/remove_keywords,battlegear:N/A,mugic:N/A,habilidades:N/A,targeting:N/A,iniciativa:N/A,ataques:N/A,dano:N/A,imunidades:N/A,restricoes:N/A} | ManipulacaoDeckMao=N/A | Duracao=conforme_texto_da_carta
Carta=The OverWorld Library | Tipo=Location | Set=AU | EfeitoOficial=Engaged Creatures have Outperform Wisdom 5. Damage dealt by Courage Attacks is reduced by 5. | Funcionamento=Efeito oficial: "Engaged Creatures have Outperform Wisdom 5. Damage dealt by Courage Attacks is reduced by 5.". Em regras, resolve na janela definida pelo texto, gerando: outperform, attackDamageModifier. | Dano={base:0,fire:0,water:0,air:0,earth:0,mugic:0,adicional:attackDamageModifier:5,janela:conforme_trigger} | Condicoes={stat_check:N/A,challenge:N/A,elemento:N/A,disciplina:wisdom,courage,combate:interacao_com_ataque,alvo:creature:engaged} | Custos={mc:0,ativacao:N/A,sacrificio:nao,descarte:nao,passivo:sim,sem_custo:sim} | Classificacao=continuo | TriggerExato=passivo_continuo_ou_condicional | Alvos=creature:engaged | Modificacoes={elementos:N/A,disciplinas:altera_disciplinas,energy:N/A,keywords:N/A,battlegear:N/A,mugic:N/A,habilidades:N/A,targeting:N/A,iniciativa:N/A,ataques:altera_ataques,dano:altera_dano,imunidades:N/A,restricoes:N/A} | ManipulacaoDeckMao=N/A | Duracao=continuo_enquanto_fonte_valida
Carta=The Passage, OverWorld | Tipo=Location | Set=AU | EfeitoOficial=The first time a Creature gains an Elemental Type this turn, it gains 10 Energy. | Funcionamento=Efeito textual oficial sem parsing completo: "The first time a Creature gains an Elemental Type this turn, it gains 10 Energy.". Aplicar exatamente conforme o texto oficial e a janela indicada. | Dano={base:0,fire:0,water:0,air:0,earth:0,mugic:0,adicional:N/A,janela:conforme_trigger} | Condicoes={stat_check:N/A,challenge:N/A,elemento:N/A,disciplina:energy,combate:N/A,alvo:N/A} | Custos={mc:0,ativacao:N/A,sacrificio:nao,descarte:nao,passivo:sim,sem_custo:sim} | Classificacao=continuo | TriggerExato=passivo_continuo_ou_condicional | Alvos=N/A | Modificacoes={elementos:N/A,disciplinas:N/A,energy:altera_energy,keywords:N/A,battlegear:N/A,mugic:N/A,habilidades:N/A,targeting:N/A,iniciativa:N/A,ataques:N/A,dano:N/A,imunidades:N/A,restricoes:N/A} | ManipulacaoDeckMao=N/A | Duracao=ate_fim_do_turno
Carta=The Passage, UnderWorld | Tipo=Location | Set=AU | EfeitoOficial=The first time a Creature loses an Elemental Type this turn, it loses 10 Energy. | Funcionamento=Efeito textual oficial sem parsing completo: "The first time a Creature loses an Elemental Type this turn, it loses 10 Energy.". Aplicar exatamente conforme o texto oficial e a janela indicada. | Dano={base:0,fire:0,water:0,air:0,earth:0,mugic:0,adicional:N/A,janela:conforme_trigger} | Condicoes={stat_check:N/A,challenge:N/A,elemento:N/A,disciplina:energy,combate:N/A,alvo:N/A} | Custos={mc:0,ativacao:N/A,sacrificio:nao,descarte:nao,passivo:sim,sem_custo:sim} | Classificacao=passivo | TriggerExato=passivo_continuo_ou_condicional | Alvos=N/A | Modificacoes={elementos:N/A,disciplinas:N/A,energy:altera_energy,keywords:N/A,battlegear:N/A,mugic:N/A,habilidades:N/A,targeting:N/A,iniciativa:N/A,ataques:N/A,dano:N/A,imunidades:N/A,restricoes:N/A} | ManipulacaoDeckMao=N/A | Duracao=ate_fim_do_turno
Carta=The Phlogiston | Tipo=Location | Set=AU | EfeitoOficial=At the beginning of combat, all Creatures gain Fire. | Funcionamento=Efeito oficial: "At the beginning of combat, all Creatures gain Fire.". Em regras, resolve no início do combate, gerando: gainElement. | Dano={base:0,fire:0,water:0,air:0,earth:0,mugic:0,adicional:N/A,janela:inicio_do_combate} | Condicoes={stat_check:N/A,challenge:N/A,elemento:fire,disciplina:N/A,combate:inicio_do_combate,alvo:N/A} | Custos={mc:0,ativacao:N/A,sacrificio:nao,descarte:nao,passivo:sim,sem_custo:sim} | Classificacao=triggered,continuo | TriggerExato=beginning_of_combat | Alvos=N/A | Modificacoes={elementos:concede/remove/modifica_elementos,disciplinas:N/A,energy:N/A,keywords:N/A,battlegear:N/A,mugic:N/A,habilidades:N/A,targeting:N/A,iniciativa:N/A,ataques:N/A,dano:N/A,imunidades:N/A,restricoes:N/A} | ManipulacaoDeckMao=N/A | Duracao=continuo_enquanto_fonte_valida
Carta=The Pits | Tipo=Location | Set=AU | EfeitoOficial=Engaged Creatures have Outperform Power 5. Damage dealt by Speed Attacks is reduced by 5. | Funcionamento=Efeito oficial: "Engaged Creatures have Outperform Power 5. Damage dealt by Speed Attacks is reduced by 5.". Em regras, resolve na janela definida pelo texto, gerando: outperform, attackDamageModifier. | Dano={base:0,fire:0,water:0,air:0,earth:0,mugic:0,adicional:attackDamageModifier:5,janela:conforme_trigger} | Condicoes={stat_check:N/A,challenge:N/A,elemento:N/A,disciplina:power,speed,combate:interacao_com_ataque,alvo:creature:engaged} | Custos={mc:0,ativacao:N/A,sacrificio:nao,descarte:nao,passivo:sim,sem_custo:sim} | Classificacao=continuo | TriggerExato=passivo_continuo_ou_condicional | Alvos=creature:engaged | Modificacoes={elementos:N/A,disciplinas:altera_disciplinas,energy:N/A,keywords:N/A,battlegear:N/A,mugic:N/A,habilidades:N/A,targeting:N/A,iniciativa:N/A,ataques:altera_ataques,dano:altera_dano,imunidades:N/A,restricoes:N/A} | ManipulacaoDeckMao=N/A | Duracao=continuo_enquanto_fonte_valida
Carta=The Storm Tunnel, Lingering Monsoon | Tipo=Location | Set=AU | EfeitoOficial=The engaged Creature with the lowest Speed plays attacks at random. | Funcionamento=Efeito textual oficial sem parsing completo: "The engaged Creature with the lowest Speed plays attacks at random.". Aplicar exatamente conforme o texto oficial e a janela indicada. | Dano={base:0,fire:0,water:0,air:0,earth:0,mugic:0,adicional:N/A,janela:conforme_trigger} | Condicoes={stat_check:N/A,challenge:N/A,elemento:N/A,disciplina:speed,combate:interacao_com_ataque,alvo:creature:engaged} | Custos={mc:0,ativacao:N/A,sacrificio:nao,descarte:nao,passivo:sim,sem_custo:sim} | Classificacao=passivo | TriggerExato=passivo_continuo_ou_condicional | Alvos=creature:engaged | Modificacoes={elementos:N/A,disciplinas:altera_disciplinas,energy:N/A,keywords:N/A,battlegear:N/A,mugic:N/A,habilidades:N/A,targeting:N/A,iniciativa:N/A,ataques:altera_ataques,dano:N/A,imunidades:N/A,restricoes:N/A} | ManipulacaoDeckMao=N/A | Duracao=conforme_texto_da_carta
Carta=The Storms | Tipo=Location | Set=AU | EfeitoOficial=At the beginning of combat, all Creatures gain Air. | Funcionamento=Efeito oficial: "At the beginning of combat, all Creatures gain Air.". Em regras, resolve no início do combate, gerando: gainElement. | Dano={base:0,fire:0,water:0,air:0,earth:0,mugic:0,adicional:N/A,janela:inicio_do_combate} | Condicoes={stat_check:N/A,challenge:N/A,elemento:air,disciplina:N/A,combate:inicio_do_combate,alvo:N/A} | Custos={mc:0,ativacao:N/A,sacrificio:nao,descarte:nao,passivo:sim,sem_custo:sim} | Classificacao=triggered,continuo | TriggerExato=beginning_of_combat | Alvos=N/A | Modificacoes={elementos:concede/remove/modifica_elementos,disciplinas:N/A,energy:N/A,keywords:N/A,battlegear:N/A,mugic:N/A,habilidades:N/A,targeting:N/A,iniciativa:N/A,ataques:N/A,dano:N/A,imunidades:N/A,restricoes:N/A} | ManipulacaoDeckMao=N/A | Duracao=continuo_enquanto_fonte_valida
Carta=The Swartbron | Tipo=Location | Set=AU | EfeitoOficial=The engaged Creature with the lowest Courage fails all Checks on attacks it plays. | Funcionamento=Efeito textual oficial sem parsing completo: "The engaged Creature with the lowest Courage fails all Checks on attacks it plays.". Aplicar exatamente conforme o texto oficial e a janela indicada. | Dano={base:0,fire:0,water:0,air:0,earth:0,mugic:0,adicional:N/A,janela:conforme_trigger} | Condicoes={stat_check:N/A,challenge:N/A,elemento:N/A,disciplina:courage,combate:interacao_com_ataque,alvo:creature:engaged} | Custos={mc:0,ativacao:N/A,sacrificio:nao,descarte:nao,passivo:sim,sem_custo:sim} | Classificacao=passivo | TriggerExato=passivo_continuo_ou_condicional | Alvos=creature:engaged | Modificacoes={elementos:N/A,disciplinas:altera_disciplinas,energy:N/A,keywords:N/A,battlegear:N/A,mugic:N/A,habilidades:N/A,targeting:N/A,iniciativa:N/A,ataques:altera_ataques,dano:N/A,imunidades:N/A,restricoes:N/A} | ManipulacaoDeckMao=N/A | Duracao=conforme_texto_da_carta
Carta=Toadore | Tipo=Creature | Set=AU | EfeitoOficial=Expend Fire while engaged: Destroy all Battlegear equipped to engaged Creatures. | Funcionamento=Efeito oficial: "Expend Fire while engaged: Destroy all Battlegear equipped to engaged Creatures.". Em regras, resolve quando o custo é pago e a habilidade resolve, gerando: destroyBattlegear. | Dano={base:0,fire:0,water:0,air:0,earth:0,mugic:0,adicional:N/A,janela:quando_habilidade_e_ativada} | Condicoes={stat_check:N/A,challenge:N/A,elemento:fire,disciplina:N/A,combate:N/A,alvo:creature:engagedall, creature:engaged, battlegear:target} | Custos={mc:0,ativacao:Expend Fire while engaged,sacrificio:nao,descarte:nao,passivo:nao,sem_custo:nao} | Classificacao=ativo,continuo | TriggerExato=activated_ability | Alvos=creature:engagedall, creature:engaged, battlegear:target | Modificacoes={elementos:N/A,disciplinas:N/A,energy:N/A,keywords:N/A,battlegear:afeta_battlegear,mugic:N/A,habilidades:N/A,targeting:N/A,iniciativa:N/A,ataques:N/A,dano:N/A,imunidades:N/A,restricoes:N/A} | ManipulacaoDeckMao=N/A | Duracao=enquanto_condicao_for_verdadeira
Carta=Traditionalist's Charge | Tipo=Attack | Set=AU | EfeitoOficial=Stat Check Power 100: Deal 5 damage. Stat Check Courage 100: Gain 5 Energy. | Funcionamento=Efeito oficial: "Stat Check Power 100: Deal 5 damage. Stat Check Courage 100: Gain 5 Energy.". Em regras, resolve na resolução do ataque, gerando: conditionalDamage, statModifier. | Dano={base:10,fire:0,water:0,air:0,earth:0,mugic:0,adicional:conditionalDamage:5,dano_condicional_por_texto_do_ataque,janela:resolucao_do_ataque} | Condicoes={stat_check:Power 100; Courage 100,challenge:N/A,elemento:N/A,disciplina:power,courage,energy,combate:N/A,alvo:N/A} | Custos={mc:0,ativacao:N/A,sacrificio:nao,descarte:nao,passivo:sim,sem_custo:sim} | Classificacao=instantaneo,durante_combate,continuo | TriggerExato=durante_resolucao_do_ataque | Alvos=criaturas_engajadas | Modificacoes={elementos:N/A,disciplinas:altera_disciplinas,energy:altera_energy,keywords:N/A,battlegear:N/A,mugic:N/A,habilidades:N/A,targeting:N/A,iniciativa:N/A,ataques:N/A,dano:altera_dano,imunidades:N/A,restricoes:N/A} | ManipulacaoDeckMao=N/A | Duracao=instantaneo
Carta=Trident of Treachery | Tipo=Battlegear | Set=AU | EfeitoOficial=If equipped Creature would deal 20 or more Fire attack damage, it can deal 10 damage to a Creature of your choice instead. | Funcionamento=Efeito oficial: "If equipped Creature would deal 20 or more Fire attack damage, it can deal 10 damage to a Creature of your choice instead.". Em regras, resolve na janela definida pelo texto, gerando: dealDamage. | Dano={base:0,fire:0,water:0,air:0,earth:0,mugic:0,adicional:deal:10,janela:conforme_trigger} | Condicoes={stat_check:N/A,challenge:N/A,elemento:fire,disciplina:N/A,combate:interacao_com_ataque,alvo:N/A} | Custos={mc:0,ativacao:N/A,sacrificio:nao,descarte:nao,passivo:sim,sem_custo:sim} | Classificacao=passivo | TriggerExato=passivo_continuo_ou_condicional | Alvos=N/A | Modificacoes={elementos:N/A,disciplinas:N/A,energy:N/A,keywords:N/A,battlegear:N/A,mugic:N/A,habilidades:N/A,targeting:N/A,iniciativa:N/A,ataques:altera_ataques,dano:altera_dano,imunidades:N/A,restricoes:N/A} | ManipulacaoDeckMao=N/A | Duracao=conforme_texto_da_carta
Carta=Turbulence Funnel | Tipo=Attack | Set=AU | EfeitoOficial=Stat Check Speed 60: Deal 10 damage. | Funcionamento=Efeito oficial: "Stat Check Speed 60: Deal 10 damage.". Em regras, resolve na resolução do ataque, gerando: conditionalDamage. | Dano={base:10,fire:0,water:0,air:10,earth:0,mugic:0,adicional:conditionalDamage:10,dano_condicional_por_texto_do_ataque,janela:resolucao_do_ataque} | Condicoes={stat_check:Speed 60,challenge:N/A,elemento:N/A,disciplina:speed,combate:N/A,alvo:N/A} | Custos={mc:0,ativacao:N/A,sacrificio:nao,descarte:nao,passivo:sim,sem_custo:sim} | Classificacao=instantaneo,durante_combate | TriggerExato=durante_resolucao_do_ataque | Alvos=criaturas_engajadas | Modificacoes={elementos:N/A,disciplinas:altera_disciplinas,energy:N/A,keywords:N/A,battlegear:N/A,mugic:N/A,habilidades:N/A,targeting:N/A,iniciativa:N/A,ataques:N/A,dano:altera_dano,imunidades:N/A,restricoes:N/A} | ManipulacaoDeckMao=N/A | Duracao=instantaneo
Carta=Ulmanator | Tipo=Battlegear | Set=AU | EfeitoOficial=Creatures engaged with equipped Creature have 10 less in all Disciplines for each Elemental Type they have. | Funcionamento=Efeito textual oficial sem parsing completo: "Creatures engaged with equipped Creature have 10 less in all Disciplines for each Elemental Type they have.". Aplicar exatamente conforme o texto oficial e a janela indicada. | Dano={base:0,fire:0,water:0,air:0,earth:0,mugic:0,adicional:N/A,janela:conforme_trigger} | Condicoes={stat_check:N/A,challenge:N/A,elemento:N/A,disciplina:N/A,combate:N/A,alvo:N/A} | Custos={mc:0,ativacao:N/A,sacrificio:nao,descarte:nao,passivo:sim,sem_custo:sim} | Classificacao=passivo | TriggerExato=passivo_continuo_ou_condicional | Alvos=N/A | Modificacoes={elementos:N/A,disciplinas:N/A,energy:N/A,keywords:N/A,battlegear:N/A,mugic:N/A,habilidades:N/A,targeting:N/A,iniciativa:N/A,ataques:N/A,dano:N/A,imunidades:N/A,restricoes:N/A} | ManipulacaoDeckMao=N/A | Duracao=conforme_texto_da_carta
Carta=Ulmar, Perithon Racer | Tipo=Creature | Set=AU | EfeitoOficial=Expend Fire: Deal 10 damage to target Creature. | Funcionamento=Efeito oficial: "Expend Fire: Deal 10 damage to target Creature.". Em regras, resolve quando o custo é pago e a habilidade resolve, gerando: dealDamage. | Dano={base:0,fire:0,water:0,air:0,earth:0,mugic:0,adicional:deal:10,janela:quando_habilidade_e_ativada} | Condicoes={stat_check:N/A,challenge:N/A,elemento:fire,disciplina:N/A,combate:N/A,alvo:creature:all} | Custos={mc:0,ativacao:Expend Fire,sacrificio:nao,descarte:nao,passivo:nao,sem_custo:nao} | Classificacao=ativo | TriggerExato=activated_ability | Alvos=creature:all | Modificacoes={elementos:N/A,disciplinas:N/A,energy:N/A,keywords:N/A,battlegear:N/A,mugic:N/A,habilidades:N/A,targeting:altera_regras_de_alvo,iniciativa:N/A,ataques:N/A,dano:altera_dano,imunidades:N/A,restricoes:N/A} | ManipulacaoDeckMao=escolha_de_alvo | Duracao=conforme_texto_da_carta
Carta=Unbalancing Battlesong | Tipo=Mugic | Set=AU | EfeitoOficial=Caster gains 15 Energy and Creatures engaged with caster lose 15 Energy. | Funcionamento=Efeito oficial: "Caster gains 15 Energy and Creatures engaged with caster lose 15 Energy.". Em regras, resolve na janela definida pelo texto, gerando: statModifier. | Dano={base:0,fire:0,water:0,air:0,earth:0,mugic:0,adicional:N/A,janela:conforme_trigger} | Condicoes={stat_check:N/A,challenge:N/A,elemento:N/A,disciplina:energy,combate:N/A,alvo:N/A} | Custos={mc:0,ativacao:N/A,sacrificio:nao,descarte:nao,passivo:sim,sem_custo:sim} | Classificacao=continuo | TriggerExato=passivo_continuo_ou_condicional | Alvos=N/A | Modificacoes={elementos:N/A,disciplinas:altera_disciplinas,energy:altera_energy,keywords:N/A,battlegear:N/A,mugic:N/A,habilidades:N/A,targeting:N/A,iniciativa:N/A,ataques:N/A,dano:N/A,imunidades:N/A,restricoes:N/A} | ManipulacaoDeckMao=N/A | Duracao=continuo_enquanto_fonte_valida
Carta=Unda, Servant of Water | Tipo=Creature | Set=AU | EfeitoOficial=MC: Target Creature gains Water. | Funcionamento=Efeito oficial: "MC: Target Creature gains Water.". Em regras, resolve quando o custo é pago e a habilidade resolve, gerando: gainElement. | Dano={base:0,fire:0,water:0,air:0,earth:0,mugic:0,adicional:N/A,janela:quando_habilidade_e_ativada} | Condicoes={stat_check:N/A,challenge:N/A,elemento:water,disciplina:N/A,combate:N/A,alvo:creature:all} | Custos={mc:0,ativacao:MC,sacrificio:nao,descarte:nao,passivo:nao,sem_custo:nao} | Classificacao=ativo,continuo | TriggerExato=activated_ability | Alvos=creature:all | Modificacoes={elementos:concede/remove/modifica_elementos,disciplinas:N/A,energy:N/A,keywords:N/A,battlegear:N/A,mugic:N/A,habilidades:N/A,targeting:altera_regras_de_alvo,iniciativa:N/A,ataques:N/A,dano:N/A,imunidades:N/A,restricoes:N/A} | ManipulacaoDeckMao=escolha_de_alvo | Duracao=continuo_enquanto_fonte_valida
